Fecha,FuenteIngreso,cantidad
29/08/18,MovilGZ,6
29/08/18,MovilSE,380
29/08/18,PortalGZ,18
29/07/20,MovilGZ,38
29/07/20,MovilSE,365
29/07/20,UB,241
29/07/20,PortalGZ,15
29/07/19,MovilGZ,28
29/07/19,MovilSE,6
29/07/19,MovilSE,570
29/07/19,PortalGZ,4
29/07/19,PortalGZ,18
29/07/19,UB,3
29/07/19,UB,106
29/07/18,UB,1
29/07/18,MovilGZ,1
29/07/18,MovilSE,17
29/06/20,UB,337
29/06/20,MovilGZ,42
29/06/20,MovilSE,422
29/06/20,PortalGZ,11
29/06/19,UB,1
29/06/19,MovilSE,1
29/06/18,PortalGZ,32
29/06/18,UB,107
29/06/18,MovilGZ,16
29/06/18,MovilSE,477
29/05/20,MovilGZ,38
29/05/20,MovilSE,417
29/05/20,UB,161
29/05/20,PortalGZ,14
29/05/19,MovilSE,587
29/05/19,PortalGZ,5
29/05/19,MovilGZ,36
29/05/19,MovilSE,6
29/05/19,UB,109
29/05/18,MovilGZ,7
29/05/18,MovilSE,477
29/05/18,PortalGZ,29
29/05/18,UB,56
29/04/20,MovilSE,302
29/04/20,UB,1
29/04/20,UB,120
29/04/20,MovilGZ,35
29/04/20,PortalGZ,20
29/04/19,MovilGZ,34
29/04/19,MovilSE,12
29/04/19,MovilSE,664
29/04/19,PortalGZ,14
29/04/19,UB,67
29/03/19,MovilGZ,16
29/03/19,UB,34
29/03/19,MovilSE,331
29/03/19,PortalGZ,4
29/03/18,MovilSE,1
29/02/20,MovilSE,3
29/01/20,MovilSE,5
29/01/20,PortalGZ,1
29/01/20,UB,101
29/01/20,MovilGZ,30
29/01/20,MovilSE,18
29/01/20,MovilSE,380
29/01/20,PortalGZ,13
29/01/19,MovilGZ,9
29/01/19,MovilSE,384
29/01/19,UB,53
29/01/19,PortalGZ,9
29/01/18,MovilSE,334
29/01/18,PortalGZ,31
29/01/18,UB,46
28/12/19,MovilSE,11
28/12/18,MovilGZ,18
28/12/18,MovilSE,636
28/12/18,PortalGZ,13
28/12/18,UB,54
28/11/20,MovilSE,3
28/11/20,UB,67
28/11/19,MovilGZ,33
28/11/19,PortalGZ,5
28/11/19,MovilSE,18
28/11/19,MovilSE,391
28/11/19,PortalGZ,4
28/11/19,UB,70
28/11/18,MovilGZ,13
28/11/18,PortalGZ,6
28/11/18,MovilSE,307
28/11/18,UB,73
28/10/20,UB,210
28/10/20,MovilGZ,63
28/10/20,MovilSE,397
28/10/20,PortalGZ,15
28/10/19,MovilGZ,45
28/10/19,MovilSE,704
28/10/19,MovilSE,32
28/10/19,PortalGZ,19
28/10/19,UB,132
28/10/18,UB,1
28/09/20,MovilSE,377
28/09/20,PortalGZ,13
28/09/20,MovilGZ,33
28/09/20,UB,65
28/09/19,MovilSE,3
28/09/19,UB,1
28/09/18,CALL CENTER,1
28/09/18,MovilGZ,9
28/09/18,MovilSE,341
28/09/18,PortalGZ,12
28/09/18,UB,78
28/08/20,PortalGZ,6
28/08/20,MovilGZ,59
28/08/20,MovilSE,397
28/08/20,UB,142
28/08/19,MovilGZ,34
28/08/19,MovilSE,17
28/08/19,PortalGZ,3
28/08/19,PortalGZ,12
28/08/19,UB,1
28/08/19,UB,78
28/08/19,MovilSE,530
28/08/18,UB,122
28/08/18,MovilGZ,20
28/08/18,MovilSE,850
28/08/18,PortalGZ,33
28/07/20,PortalGZ,11
28/07/20,UB,215
28/07/20,MovilGZ,43
28/07/20,MovilSE,337
28/07/18,MovilGZ,3
28/07/18,MovilSE,28
28/07/18,UB,3
28/06/20,UB,84
28/06/19,MovilGZ,38
28/06/19,MovilSE,577
28/06/19,PortalGZ,14
28/06/19,UB,93
28/06/19,MovilSE,3
28/06/18,MovilGZ,13
28/06/18,PortalGZ,28
28/06/18,UB,89
28/06/18,MovilSE,628
28/05/20,MovilGZ,27
28/05/20,MovilSE,341
28/05/20,PortalGZ,5
28/05/20,UB,173
28/05/19,MovilGZ,43
28/05/19,UB,85
28/05/19,MovilSE,3
28/05/19,MovilSE,488
28/05/19,PortalGZ,6
28/05/18,MovilSE,583
28/05/18,PortalGZ,14
28/05/18,MovilGZ,1
28/05/18,UB,74
28/04/20,MovilGZ,39
28/04/20,MovilSE,359
28/04/20,PortalGZ,23
28/04/20,UB,110
28/04/19,UB,2
28/04/18,MovilSE,6
28/03/19,PortalGZ,7
28/03/19,UB,47
28/03/19,MovilGZ,19
28/03/19,MovilSE,378
28/03/18,PortalGZ,11
28/03/18,MovilSE,345
28/03/18,UB,35
28/02/20,MovilGZ,87
28/02/20,PortalGZ,22
28/02/20,MovilSE,611
28/02/20,UB,90
28/02/19,MovilSE,661
28/02/19,PortalGZ,17
28/02/19,MovilGZ,25
28/02/19,UB,60
28/02/18,PortalGZ,71
28/02/18,UB,113
28/02/18,MovilSE,750
28/01/20,MovilSE,508
28/01/20,PortalGZ,21
28/01/20,UB,4
28/01/20,UB,6
28/01/20,MovilGZ,45
28/01/20,MovilSE,3
28/01/20,MovilSE,33
28/01/20,UB,98
28/01/19,MovilSE,1
28/01/19,MovilSE,565
28/01/19,MovilGZ,22
28/01/19,PortalGZ,17
28/01/19,UB,52
28/01/18,UB,5
28/01/18,MovilSE,26
27/12/19,MovilSE,361
27/12/19,PortalGZ,4
27/12/19,UB,46
27/12/19,MovilGZ,30
27/12/19,MovilSE,21
27/12/18,MovilSE,490
27/12/18,PortalGZ,10
27/12/18,UB,34
27/12/18,MovilGZ,26
27/11/20,MovilGZ,36
27/11/20,MovilSE,324
27/11/20,PortalGZ,20
27/11/20,UB,174
27/11/19,MovilSE,12
27/11/19,MovilSE,396
27/11/19,PortalGZ,4
27/11/19,MovilGZ,28
27/11/19,PortalGZ,8
27/11/19,UB,88
27/11/18,PortalGZ,15
27/11/18,MovilGZ,10
27/11/18,MovilSE,284
27/11/18,UB,43
27/10/20,UB,233
27/10/20,MovilGZ,56
27/10/20,MovilSE,414
27/10/20,PortalGZ,18
27/10/19,MovilSE,3
27/10/19,MovilSE,1
27/10/19,UB,1
27/10/18,MovilSE,2
27/09/20,UB,12
27/09/19,MovilGZ,34
27/09/19,UB,86
27/09/19,MovilSE,16
27/09/19,MovilSE,411
27/09/19,PortalGZ,8
27/09/18,MovilSE,308
27/09/18,PortalGZ,8
27/09/18,UB,82
27/09/18,MovilGZ,11
27/08/20,MovilGZ,54
27/08/20,MovilSE,345
27/08/20,PortalGZ,12
27/08/20,UB,166
27/08/19,MovilSE,24
27/08/19,UB,83
27/08/19,MovilGZ,50
27/08/19,MovilSE,587
27/08/19,PortalGZ,12
27/08/18,MovilSE,352
27/08/18,MovilGZ,11
27/08/18,PortalGZ,10
27/08/18,UB,52
27/07/20,PortalGZ,11
27/07/20,UB,280
27/07/20,MovilGZ,24
27/07/20,MovilSE,268
27/07/19,MovilSE,3
27/07/19,MovilSE,2
27/07/18,MovilGZ,10
27/07/18,MovilSE,408
27/07/18,PortalGZ,15
27/07/18,UB,102
27/06/20,UB,85
27/06/20,MovilSE,1
27/06/19,MovilSE,559
27/06/19,MovilGZ,32
27/06/19,MovilSE,6
27/06/19,PortalGZ,12
27/06/19,UB,4
27/06/19,UB,84
27/06/18,MovilGZ,23
27/06/18,UB,89
27/06/18,MovilSE,534
27/06/18,PortalGZ,26
27/05/20,MovilGZ,39
27/05/20,PortalGZ,3
27/05/20,UB,185
27/05/20,MovilSE,373
27/05/19,MovilGZ,28
27/05/19,PortalGZ,2
27/05/19,MovilSE,542
27/05/19,UB,110
27/05/18,MovilSE,2
27/04/20,PortalGZ,15
27/04/20,UB,118
27/04/20,MovilGZ,39
27/04/20,MovilSE,373
27/04/19,MovilSE,3
27/04/18,UB,48
27/04/18,MovilSE,434
27/04/18,PortalGZ,17
27/03/20,PortalGZ,14
27/03/20,MovilGZ,22
27/03/20,MovilSE,264
27/03/20,UB,98
27/03/19,UB,49
27/03/19,MovilGZ,19
27/03/19,MovilSE,386
27/03/19,PortalGZ,8
27/03/18,MovilSE,429
27/03/18,PortalGZ,27
27/03/18,UB,53
27/02/20,MovilSE,502
27/02/20,PortalGZ,12
27/02/20,MovilGZ,62
27/02/20,UB,64
27/02/19,MovilSE,679
27/02/19,UB,57
27/02/19,MovilGZ,23
27/02/19,PortalGZ,27
27/02/18,MovilSE,1166
27/02/18,UB,165
27/02/18,PortalGZ,74
27/01/20,MovilSE,1
27/01/20,MovilSE,9
27/01/20,MovilSE,509
27/01/20,MovilGZ,17
27/01/20,PortalGZ,6
27/01/20,UB,3
27/01/20,UB,61
27/01/19,MovilSE,5
27/01/18,MovilSE,25
27/01/18,PortalGZ,5
27/01/18,UB,15
26/12/19,MovilGZ,34
26/12/19,MovilSE,38
26/12/19,MovilSE,512
26/12/19,PortalGZ,11
26/12/19,MovilGZ,3
26/12/19,UB,54
26/12/18,MovilSE,691
26/12/18,PortalGZ,10
26/12/18,UB,52
26/12/18,MovilGZ,24
26/11/20,MovilSE,340
26/11/20,UB,177
26/11/20,MovilGZ,34
26/11/20,PortalGZ,7
26/11/19,MovilGZ,32
26/11/19,MovilSE,13
26/11/19,PortalGZ,12
26/11/19,UB,79
26/11/19,MovilSE,528
26/11/18,MovilGZ,22
26/11/18,MovilSE,528
26/11/18,PortalGZ,29
26/11/18,UB,58
26/10/20,PortalGZ,6
26/10/20,MovilGZ,65
26/10/20,MovilSE,482
26/10/20,UB,250
26/10/19,MovilSE,7
26/10/18,MovilGZ,9
26/10/18,MovilSE,397
26/10/18,PortalGZ,23
26/10/18,UB,60
26/09/20,MovilSE,1
26/09/20,UB,9
26/09/19,MovilSE,16
26/09/19,MovilSE,376
26/09/19,UB,115
26/09/19,MovilGZ,21
26/09/19,PortalGZ,14
26/09/18,MovilGZ,8
26/09/18,UB,67
26/09/18,MovilSE,337
26/09/18,PortalGZ,13
26/08/20,MovilSE,383
26/08/20,MovilGZ,46
26/08/20,MovilSE,3
26/08/20,MovilSE,8
26/08/20,PortalGZ,8
26/08/20,UB,161
26/08/19,MovilSE,540
26/08/19,PortalGZ,23
26/08/19,UB,83
26/08/19,MovilGZ,31
26/08/19,MovilSE,15
26/08/18,MovilSE,1
26/08/18,UB,1
26/07/20,UB,86
26/07/19,MovilSE,2
26/07/19,PortalGZ,15
26/07/19,UB,58
26/07/19,MovilGZ,23
26/07/19,MovilSE,360
26/07/18,MovilGZ,5
26/07/18,MovilSE,353
26/07/18,PortalGZ,7
26/07/18,UB,94
26/06/20,MovilGZ,53
26/06/20,MovilSE,345
26/06/20,PortalGZ,15
26/06/20,UB,375
26/06/19,MovilGZ,29
26/06/19,MovilSE,6
26/06/19,UB,78
26/06/19,MovilSE,458
26/06/19,PortalGZ,11
26/06/18,PortalGZ,46
26/06/18,UB,95
26/06/18,MovilGZ,11
26/06/18,MovilSE,595
26/05/20,MovilGZ,25
26/05/20,MovilSE,381
26/05/20,UB,185
26/05/20,PortalGZ,7
26/05/18,MovilSE,4
26/04/19,MovilGZ,30
26/04/19,PortalGZ,13
26/04/19,UB,79
26/04/19,MovilSE,6
26/04/19,MovilSE,483
26/04/18,MovilSE,531
26/04/18,PortalGZ,29
26/04/18,UB,92
26/03/20,MovilGZ,25
26/03/20,PortalGZ,13
26/03/20,UB,90
26/03/20,MovilSE,283
26/03/19,MovilGZ,13
26/03/19,MovilSE,4
26/03/19,MovilSE,413
26/03/19,PortalGZ,6
26/03/19,UB,45
26/03/18,MovilSE,534
26/03/18,PortalGZ,20
26/03/18,UB,46
26/02/20,MovilSE,477
26/02/20,UB,77
26/02/20,MovilGZ,57
26/02/20,PortalGZ,17
26/02/19,MovilGZ,25
26/02/19,MovilSE,625
26/02/19,PortalGZ,17
26/02/19,UB,65
26/02/18,MovilSE,217
26/02/18,PortalGZ,14
26/02/18,UB,30
26/01/20,MovilGZ,2
26/01/20,MovilSE,3
26/01/20,MovilSE,1
26/01/20,UB,3
26/01/19,MovilSE,6
26/01/18,MovilSE,527
26/01/18,PortalGZ,68
26/01/18,UB,54
25/12/19,MovilSE,1
25/12/18,MovilSE,2
25/11/20,MovilGZ,37
25/11/20,PortalGZ,16
25/11/20,UB,212
25/11/20,MovilSE,351
25/11/19,MovilSE,11
25/11/19,PortalGZ,2
25/11/19,MovilGZ,34
25/11/19,MovilSE,597
25/11/19,PortalGZ,16
25/11/19,UB,3
25/11/19,UB,98
25/11/18,MovilSE,1
25/10/20,UB,48
25/10/20,MovilSE,2
25/10/19,PortalGZ,13
25/10/19,MovilGZ,43
25/10/19,MovilSE,12
25/10/19,MovilSE,524
25/10/19,UB,94
25/10/18,PortalGZ,14
25/10/18,UB,83
25/10/18,MovilGZ,17
25/10/18,MovilSE,501
25/09/20,MovilGZ,34
25/09/20,MovilSE,301
25/09/20,PortalGZ,3
25/09/20,UB,64
25/09/19,MovilSE,325
25/09/19,PortalGZ,4
25/09/19,PortalGZ,5
25/09/19,UB,94
25/09/19,MovilGZ,30
25/09/19,MovilSE,3
25/09/18,MovilGZ,7
25/09/18,MovilSE,439
25/09/18,PortalGZ,22
25/09/18,UB,72
25/08/20,MovilSE,4
25/08/20,PortalGZ,10
25/08/20,UB,182
25/08/20,MovilGZ,67
25/08/20,MovilSE,405
25/08/19,MovilSE,2
25/08/19,PortalGZ,1
25/08/18,MovilSE,4
25/07/20,UB,67
25/07/19,MovilGZ,19
25/07/19,PortalGZ,5
25/07/19,MovilSE,14
25/07/19,MovilSE,347
25/07/19,UB,69
25/07/18,MovilGZ,12
25/07/18,MovilSE,390
25/07/18,PortalGZ,20
25/07/18,UB,99
25/06/20,MovilGZ,38
25/06/20,MovilSE,231
25/06/20,UB,219
25/06/20,PortalGZ,14
25/06/19,MovilGZ,38
25/06/19,MovilSE,6
25/06/19,MovilSE,706
25/06/19,PortalGZ,20
25/06/19,UB,118
25/06/18,MovilGZ,10
25/06/18,PortalGZ,15
25/06/18,UB,52
25/06/18,MovilSE,478
25/05/20,MovilSE,463
25/05/20,UB,195
25/05/20,MovilGZ,26
25/05/20,PortalGZ,11
25/05/19,MovilGZ,1
25/05/19,MovilSE,2
25/05/19,UB,1
25/05/18,MovilSE,391
25/05/18,MovilGZ,6
25/05/18,PortalGZ,11
25/05/18,UB,48
25/04/19,MovilGZ,35
25/04/19,MovilSE,3
25/04/19,MovilSE,505
25/04/19,PortalGZ,6
25/04/19,UB,3
25/04/19,UB,79
25/04/18,MovilSE,459
25/04/18,PortalGZ,20
25/04/18,UB,92
25/03/20,MovilGZ,1
25/03/20,UB,89
25/03/20,MovilGZ,34
25/03/20,MovilSE,337
25/03/20,PortalGZ,19
25/03/19,MovilSE,580
25/03/19,UB,53
25/03/19,MovilGZ,27
25/03/19,PortalGZ,13
25/02/20,MovilGZ,55
25/02/20,PortalGZ,15
25/02/20,UB,68
25/02/20,MovilSE,554
25/02/19,MovilSE,801
25/02/19,UB,66
25/02/19,MovilGZ,23
25/02/19,MovilSE,3
25/02/19,PortalGZ,9
25/02/18,MovilSE,5
25/01/20,MovilSE,3
25/01/20,PortalGZ,3
25/01/19,MovilGZ,18
25/01/19,UB,1
25/01/19,UB,38
25/01/19,MovilSE,430
25/01/19,PortalGZ,12
25/01/18,MovilSE,479
25/01/18,PortalGZ,48
25/01/18,UB,69
24/12/19,MovilSE,6
24/12/18,MovilSE,2
24/12/18,UB,1
24/11/20,MovilSE,478
24/11/20,PortalGZ,17
24/11/20,MovilGZ,46
24/11/20,UB,161
24/11/19,MovilSE,1
24/11/18,MovilSE,6
24/10/20,MovilGZ,1
24/10/20,MovilSE,3
24/10/20,UB,74
24/10/19,MovilSE,17
24/10/19,MovilSE,476
24/10/19,MovilGZ,30
24/10/19,PortalGZ,3
24/10/19,PortalGZ,14
24/10/19,UB,113
24/10/18,MovilGZ,18
24/10/18,MovilSE,397
24/10/18,PortalGZ,15
24/10/18,UB,80
24/09/20,MovilSE,281
24/09/20,PortalGZ,14
24/09/20,MovilGZ,32
24/09/20,UB,126
24/09/19,PortalGZ,3
24/09/19,UB,88
24/09/19,MovilGZ,32
24/09/19,MovilSE,415
24/09/19,PortalGZ,7
24/09/18,MovilGZ,15
24/09/18,MovilSE,647
24/09/18,UB,97
24/09/18,PortalGZ,21
24/08/20,MovilSE,448
24/08/20,MovilGZ,63
24/08/20,MovilSE,4
24/08/20,PortalGZ,19
24/08/20,UB,249
24/08/19,MovilSE,3
24/08/19,MovilSE,11
24/08/19,PortalGZ,2
24/08/18,MovilSE,384
24/08/18,MovilGZ,5
24/08/18,PortalGZ,8
24/08/18,UB,70
24/07/20,MovilGZ,29
24/07/20,MovilSE,303
24/07/20,PortalGZ,11
24/07/20,UB,212
24/07/19,MovilSE,4
24/07/19,MovilSE,354
24/07/19,PortalGZ,9
24/07/19,UB,3
24/07/19,UB,93
24/07/19,MovilGZ,19
24/07/18,MovilGZ,16
24/07/18,MovilSE,498
24/07/18,PortalGZ,26
24/07/18,UB,104
24/06/20,MovilSE,268
24/06/20,PortalGZ,7
24/06/20,UB,174
24/06/20,MovilGZ,27
24/06/19,MovilGZ,40
24/06/19,MovilSE,15
24/06/19,MovilSE,804
24/06/19,PortalGZ,28
24/06/19,UB,127
24/05/20,MovilSE,1
24/05/20,UB,1
24/05/19,UB,72
24/05/19,MovilGZ,25
24/05/19,MovilSE,3
24/05/19,MovilSE,350
24/05/19,PortalGZ,6
24/05/18,PortalGZ,20
24/05/18,UB,70
24/05/18,MovilGZ,9
24/05/18,MovilSE,487
24/04/20,MovilGZ,20
24/04/20,MovilSE,278
24/04/20,PortalGZ,14
24/04/20,UB,1
24/04/20,UB,114
24/04/19,MovilGZ,41
24/04/19,MovilSE,432
24/04/19,PortalGZ,10
24/04/19,UB,87
24/04/18,MovilSE,550
24/04/18,PortalGZ,24
24/04/18,UB,96
24/03/20,MovilGZ,36
24/03/20,UB,123
24/03/20,MovilSE,383
24/03/20,PortalGZ,14
24/03/19,MovilGZ,1
24/03/19,MovilSE,2
24/03/18,MovilSE,2
24/03/18,UB,1
24/02/20,MovilGZ,67
24/02/20,MovilSE,703
24/02/20,UB,89
24/02/20,PortalGZ,25
24/02/18,PortalGZ,2
24/02/18,MovilSE,5
24/02/18,UB,1
24/01/20,MovilGZ,34
24/01/20,MovilSE,1
24/01/20,MovilSE,23
24/01/20,MovilSE,474
24/01/20,PortalGZ,15
24/01/20,UB,4
24/01/20,UB,68
24/01/19,MovilGZ,44
24/01/19,MovilSE,543
24/01/19,PortalGZ,16
24/01/19,UB,52
24/01/19,MovilSE,2
24/01/18,MovilSE,708
24/01/18,PortalGZ,84
24/01/18,UB,62
23/12/19,MovilSE,409
23/12/19,PortalGZ,9
23/12/19,UB,59
23/12/19,MovilGZ,19
23/12/19,MovilSE,26
23/12/18,MovilSE,6
23/11/20,MovilGZ,55
23/11/20,MovilSE,417
23/11/20,PortalGZ,11
23/11/20,UB,137
23/11/19,MovilSE,3
23/11/19,MovilSE,1
23/11/18,MovilGZ,11
23/11/18,MovilSE,387
23/11/18,PortalGZ,23
23/11/18,UB,44
23/10/20,MovilGZ,64
23/10/20,MovilSE,459
23/10/20,PortalGZ,24
23/10/20,UB,153
23/10/19,MovilSE,20
23/10/19,MovilSE,419
23/10/19,PortalGZ,3
23/10/19,PortalGZ,6
23/10/19,UB,109
23/10/19,MovilGZ,30
23/10/19,UB,4
23/10/18,MovilGZ,16
23/10/18,PortalGZ,14
23/10/18,MovilSE,488
23/10/18,UB,90
23/09/20,MovilSE,340
23/09/20,UB,132
23/09/20,MovilGZ,41
23/09/20,PortalGZ,9
23/09/19,MovilGZ,41
23/09/19,MovilSE,688
23/09/19,MovilSE,25
23/09/19,PortalGZ,20
23/09/19,UB,91
23/09/18,MovilSE,8
23/08/20,MovilSE,3
23/08/20,UB,55
23/08/19,MovilSE,11
23/08/19,MovilSE,411
23/08/19,PortalGZ,11
23/08/19,UB,74
23/08/19,MovilGZ,18
23/08/18,MovilGZ,8
23/08/18,PortalGZ,25
23/08/18,MovilSE,504
23/08/18,UB,98
23/07/20,MovilSE,263
23/07/20,PortalGZ,9
23/07/20,UB,282
23/07/20,MovilGZ,23
23/07/19,MovilGZ,25
23/07/19,MovilSE,418
23/07/19,PortalGZ,9
23/07/19,UB,67
23/07/19,MovilSE,7
23/07/18,MovilSE,444
23/07/18,MovilGZ,6
23/07/18,PortalGZ,24
23/07/18,UB,66
23/06/20,MovilGZ,35
23/06/20,MovilSE,391
23/06/20,PortalGZ,4
23/06/20,UB,206
23/06/19,MovilSE,1
23/06/19,MovilSE,3
23/06/18,MovilSE,5
23/05/20,UB,1
23/05/19,MovilGZ,25
23/05/19,UB,69
23/05/19,MovilSE,341
23/05/19,PortalGZ,7
23/05/18,MovilGZ,6
23/05/18,MovilSE,443
23/05/18,PortalGZ,20
23/05/18,UB,57
23/04/20,MovilGZ,29
23/04/20,MovilSE,250
23/04/20,UB,102
23/04/20,PortalGZ,8
23/04/19,PortalGZ,10
23/04/19,UB,79
23/04/19,MovilGZ,36
23/04/19,MovilSE,479
23/04/18,MovilSE,625
23/04/18,UB,87
23/04/18,PortalGZ,31
23/03/20,MovilGZ,41
23/03/20,PortalGZ,15
23/03/20,MovilSE,557
23/03/20,UB,112
23/03/19,MovilGZ,1
23/03/19,MovilSE,4
23/03/18,MovilSE,444
23/03/18,PortalGZ,43
23/03/18,UB,64
23/02/20,MovilSE,1
23/02/19,MovilSE,10
23/02/18,MovilSE,275
23/02/18,UB,39
23/02/18,PortalGZ,6
